iter	RMSE
516	0.2360536314
517	0.2357100347
518	0.2354763169
519	0.2351386252
520	0.2347492604
521	0.2341622989
522	0.2338172045
523	0.2334494481
524	0.2329696016
525	0.2324993296
526	0.2321668134
527	0.2318817728
528	0.2315239281
529	0.2308711086
530	0.2304903153
531	0.230122788
532	0.2296939772
533	0.2290648844
534	0.2286271321
535	0.2283023133
536	0.2278721621
537	0.2274593984
538	0.2271180845
539	0.2267739409
540	0.2263303063
541	0.2260654604
542	0.2257015784
543	0.2253761104
544	0.2249027535
545	0.2243660825
546	0.2238334279
547	0.2233859449
548	0.2232429883
549	0.2229682674
550	0.2228702528
551	0.2224592161
552	0.2221029052
553	0.221677278
554	0.2211399239
555	0.2207804013
556	0.2205404972
557	0.2201188392
558	0.2196776755
559	0.2193699031
560	0.2190911552
561	0.2187488788
562	0.2184982555
563	0.21829583
564	0.2182560097
565	0.217553611
566	0.217110311
567	0.21668046
568	0.2163477108
569	0.2159784336
570	0.2158489919
571	0.2158059626
572	0.215203302
573	0.2151560586
574	0.2147184911
575	0.2144198978
576	0.2141544146
577	0.2136908444
578	0.2133100507
579	0.2129342328
580	0.2126186844
581	0.2123484948
582	0.2119676435
583	0.2117297012
584	0.211579738
585	0.2112792451
586	0.2109530736
587	0.2106075348
588	0.2100740195
589	0.2097939461
590	0.2094295091
591	0.2090664661
592	0.2087073477
593	0.2085073638
594	0.2083621896
595	0.2080207432
596	0.2077501725
597	0.2074028282
598	0.2071499196
599	0.20671181
600	0.2064328937
601	0.2059710794
602	0.205629983
603	0.2053120984
604	0.2048295122
605	0.204584982
606	0.2041225721
607	0.2037723971
608	0.2036312445
609	0.2032668005
610	0.2028467233
611	0.2025160646
612	0.2018175537
613	0.2014302818
614	0.2010411134
615	0.2007654118
616	0.2003208048
617	0.199888984
618	0.1996802458
619	0.1996092434
620	0.1995697127
621	0.1991423958
622	0.1990199282
623	0.1987618471
624	0.1984389603
625	0.198051429
626	0.197803772
627	0.1977354294
628	0.1976380996
629	0.1975066354
630	0.1974657636
631	0.1972411328
632	0.1971231045
633	0.1967984806
634	0.1963459999
635	0.1959815059
636	0.1956249879
637	0.1952815256
638	0.1949192619
639	0.1947859032
640	0.1944133513
641	0.1941081028
642	0.1938033009
643	0.1934739061
644	0.1931941252
645	0.1929065939
646	0.1926661906
647	0.1923398215
648	0.19194744
649	0.1917298341
650	0.1913497088
651	0.1909714776
652	0.1906652054
653	0.1902777719
654	0.1899695247
655	0.1896713342
656	0.1893954109
657	0.1892512029
658	0.1888524851
659	0.1888128768
660	0.1884325786
661	0.1881867707
662	0.1880785814
663	0.1878059186
664	0.1876943528
665	0.187573214
666	0.1873108907
667	0.1870261814
668	0.186757194
669	0.1864286335
670	0.1861563692
671	0.1858568289
672	0.1854429103
673	0.1851679484
674	0.1847019018
675	0.1844033017
676	0.184090881
677	0.1838404092
678	0.1835900435
679	0.1834984238
680	0.1832720453
681	0.1829859526
682	0.182756031
683	0.1824230601
684	0.182178751
685	0.1819587634
686	0.1817278441
687	0.1814040124
688	0.1812916866
689	0.181106352
690	0.1808640256
691	0.1805272851
692	0.1802150611
693	0.1800407294
694	0.1797590851
695	0.1795663559
696	0.1793598247
697	0.179124453
698	0.178817932
699	0.1786015427
700	0.1782383334
701	0.1780359523
702	0.1778351461
703	0.1776630007
704	0.1773668864
705	0.1771383082
706	0.1769810035
707	0.1768620938
708	0.1765391861
709	0.1762960056
710	0.1759750005
711	0.1756848289
712	0.1754484669
713	0.1753212958
714	0.1751263836
715	0.1748638364
716	0.1747119834
717	0.1744798577
718	0.1743593386
719	0.1739226505
720	0.1738119372
721	0.1734233943
722	0.1732399773
723	0.1731383666
724	0.1729387154
725	0.1726921564
726	0.1722726479
727	0.1719954958
728	0.1717220039
729	0.1712614106
730	0.1710216747
731	0.170759562
732	0.1706048711
733	0.1704777854
734	0.1703200055
735	0.1702031452
736	0.1699306621
737	0.1697220121
738	0.1694533433
739	0.1691785697
740	0.1689681227
741	0.1687511655
742	0.1686082127
743	0.168493677
744	0.1682795584
745	0.1680684014
746	0.1677641447
747	0.1675989758
748	0.1672066531
749	0.1669548351
750	0.1667957991
751	0.1666026395
752	0.166425065
753	0.1662513642
754	0.1660562772
755	0.1659559048
756	0.1659233926
757	0.1658255495
758	0.165760586
759	0.165500893
760	0.165139096
761	0.1648431684
762	0.164637194
763	0.1643571186
764	0.164233227
765	0.164142598
766	0.1640033406
767	0.1638960761
768	0.1636968749
769	0.1635013777
770	0.1632782691
771	0.1630733131
772	0.1628644678
773	0.1626014184
774	0.1625702986
775	0.1623202574
776	0.1622768427
777	0.1620239455
778	0.1617829956
779	0.1614384692
780	0.1610901528
781	0.1608144952
782	0.1605077735
783	0.1603201627
784	0.160109213
785	0.1599676827
786	0.159796685
787	0.1596114064
788	0.159307321
789	0.1592199535
790	0.1589357637
791	0.1588417961
792	0.1585307009
793	0.1582671233
794	0.1580108035
795	0.1577466546
796	0.157523218
797	0.1572301404
798	0.1569369458
799	0.1567424049
800	0.156576716
801	0.1563038585
802	0.1562144427
803	0.1559823034
804	0.1558071957
805	0.1555612214
806	0.1554633308
807	0.1554312347
808	0.1553336375
809	0.1551466004
810	0.1549274365
811	0.1546905228
812	0.1544914589
813	0.1543408878
814	0.1543091646
815	0.1541185227
816	0.154019021
817	0.1537574735
818	0.1537182362
819	0.153523822
820	0.1533727814
821	0.1532328142
822	0.1530575928
823	0.1529932385
824	0.1527427855
825	0.1523515939
826	0.1523282754
827	0.152003344
828	0.1519147762
829	0.1516603721
830	0.1516344238
831	0.1514172005
832	0.1512299331
833	0.1510038235
834	0.1509428798
835	0.1507331607
836	0.1506061279
837	0.1504159401
838	0.1503364555
839	0.1502358746
840	0.1499461022
841	0.1497236534
842	0.1495692835
843	0.1494058925
844	0.1492021266
845	0.1490421087
846	0.1489770566
847	0.1486947063
848	0.1484677899
849	0.1482805694
850	0.1481991521
851	0.1479539562
852	0.1477890839
853	0.1476008433
854	0.1475548936
855	0.1473277838
856	0.1470720392
857	0.1468647514
858	0.1466899461
859	0.1464639452
860	0.1462374676
861	0.1460740548
862	0.1459999351
863	0.1459536308
864	0.1458030264
865	0.1457313186
866	0.1455907915
867	0.1454977217
868	0.1454249205
869	0.1452491971
870	0.1449990746
871	0.1447753454
872	0.1446124549
873	0.1444474117
874	0.1443583389
875	0.1442257304
876	0.144053416
877	0.1438936822
878	0.1436771408
879	0.1434093349
880	0.1432514183
881	0.1431517082
882	0.1429815192
883	0.1427869008
884	0.1427339488
885	0.1425196354
886	0.1424595954
887	0.1423061158
888	0.1421587747
889	0.1419633071
890	0.1419188388
891	0.1417334575
892	0.1415354278
893	0.1413472043
894	0.1411067465
895	0.1410423991
896	0.1408351841
897	0.1408113898
898	0.1405821653
899	0.1404287509
900	0.1403160106
901	0.1401268866
902	0.1399223404
903	0.1397267176
904	0.139500738
905	0.1392958064
906	0.1390737409
907	0.1389762195
908	0.1388862109
909	0.1387271392
910	0.138684717
911	0.1385139964
912	0.1383228733
913	0.1381750711
914	0.1379947786
915	0.1379346288
916	0.1378521476
917	0.1376314428
918	0.1374370972
919	0.1372324705
920	0.1370537278
921	0.1368426894
922	0.1366402339
923	0.1365713475
924	0.1364333219
925	0.1362452977
926	0.1360519859
927	0.1358978363
928	0.1358253485
929	0.1356339366
930	0.1354459793
931	0.1353623017
932	0.1350698328
933	0.1349759115
934	0.1349125763
935	0.1347837596
936	0.1345932155
937	0.1345361565
938	0.1344188386
939	0.134221964
940	0.1340011928
941	0.1338102867
942	0.1336221262
943	0.1334436827
944	0.1332394519
945	0.1332067683
946	0.13299561
947	0.1328893294
948	0.1327945813
949	0.1325756181
950	0.1324002564
951	0.1322074784
952	0.132021454
953	0.1317968791
954	0.1315738385
955	0.1314251354
956	0.1312658542
957	0.1312213318
958	0.1310823363
959	0.1310349567
960	0.1309167682
961	0.1307492505
962	0.1307077418
963	0.1304973782
964	0.1303746326
965	0.1302781962
966	0.1300819258
967	0.1298434302
968	0.1297584701
969	0.1295337358
970	0.1293189167
971	0.1291593846
972	0.1290446706
973	0.1288871679
974	0.1287297272
975	0.1286263269
976	0.1284845107
977	0.128323216
978	0.128107976
979	0.1279783222
980	0.1278832636
981	0.1278448619
982	0.1277597753
983	0.1276312046
984	0.1275895384
985	0.1274383125
986	0.1272724637
987	0.1270495617
988	0.1270187385
989	0.1269118567
990	0.126693573
991	0.1264984411
992	0.1264465884
993	0.1262611474
994	0.1260910768
995	0.1259019407
996	0.1257022661
997	0.1255311196
998	0.1254359649
999	0.1252804917
